futureUnit,plannedNumberOfLessons,priorKnowledgeRequirements,priorUnit,unitId,unitTitle,unitDescription,subjectTitle
,7,"[""The Solar System contains the Sun, eight planets, lots of moons, several dwarf planets and many smaller pieces of rock."", ""Planets further from the Sun take longer to orbit."", ""Gravitational force of the Earth pulls objects towards the centre of the Earth."", ""Gravitational force of a planet is bigger for planets with more mass."", ""A sun is a star because, like all stars, it creates its own light."", ""There are stars in every direction, but they are too faint to be seen during the day amidst the bright sunlight."", ""Stars are found in groups called galaxies with billions of stars in each one."", ""It takes light about four years to travel from our nearest star, it is about four light years away.""]",482.0,479,Gravity in space,"This unit covers the solar system's features, including planets, moons, and satellites. It explains gravity's effect on orbits, the sun's formation from dust and gas, and fusion equilibrium. It also explores red-shift, evidence of an expanding universe, and the link to the Big Bang model.",Physics
108.0,7,"[""Explore the natural world around them, making observations of a range of plants."", ""Notice some similarities and differences between plants in their local environment."", ""Describe some important processes in the natural world  around them, such as how plants can change throughout the year.""]",,85,Identifying plants and their basic parts,"This unit focuses on identifying and naming common wild and garden plants, including deciduous and evergreen trees. It covers the basic structure of flowering plants and trees. Emphasis is on asking questions, observing closely, classifying, and gathering data to suggest answers to questions.",Science
484.0,16,"[""Identify common appliances that run on electricity"", ""Construct a simple series electrical circuit, identifying and naming its basic parts"", ""Identify whether or not a lamp will light in a simple series circuit, based on whether or not the lamp is part of a complete loop with a battery"", ""Recognise that a switch opens and closes a circuit and associate this with whether or not a lamp lights in a simple series circuit"", ""Recognise some common electrical conductors and insulators"", ""Associate metals with being good electrical conductors""]",124.0,216,Changing circuits,"This unit explores how circuit components like lamps and buzzers function, including the effect of cell number and voltage. It covers using symbols in circuit diagrams, planning scientific enquiries, taking precise measurements, recording data, and presenting findings with evidence and conclusions.",Science
453.0,10,"[""Increasing the mass and/or speed of objects makes their movement harder to change."", ""Forces make things changes and bigger forces cause greater change."", ""Newton meters are used to measure force."", ""Force arrows show the direction and size of a force."", ""The resultant force is the difference in size of two forces acting in opposite directions."", ""A gravitational force pulls objects towards Earth."", ""Air resistance, water resistance and friction push back against moving objects."", ""Friction prevents or slows down movement between surfaces."", ""Friction is caused by the roughness of surfaces."", ""Forces can transfer energy.""]",393.0,412,Moving by force,"This unit explores speed, forces, and motion, including effects on objects. It covers deriving equations, calculations, and distance-time graphs. Learn to use force arrows, identify balanced and unbalanced forces, and understand their impact on movement.",Science
562.0,8,"[""[Y2] Animals, including humans, need air for survival."", ""[Y4, Y6] Humans are made up of different parts with different functions, including organ systems such as the digestive system and circulatory system."", ""Living organisms are made up of one or more cells."", ""Specialised cells in animals and plants have shapes, sizes and structures that are adapted for the jobs the cells do."", ""Muscles have important roles in organ systems."", ""Cells contain mitochondria that use food as a fuel to provide energy for life processes.""]",505.0,507,Breathing and respiration,"This unit explores the human gas exchange system, breathing mechanisms, and adaptations for function. It covers aerobic and anaerobic respiration, including fermentation, and compares their processes and implications. Focus is on accuracy, reliable measurements, and SI units.",Science
117.0,7,"[""Begin to understand the need to respect and care for all living things"", ""Begin to understand the importance of healthy food choices"", ""Manage their own basic hygiene and personal needs, including dressing,  going to the toilet and keeping clean"", ""Move energetically, such as running, jumping, dancing, hopping, skipping and  climbing"", ""Offer explanations for why things might happen, making use of recently  introduced vocabulary""]",102.0,110,Healthy me,"This unit covers the importance of exercise, balanced nutrition, and hygiene for humans. It involves performing simple tests, observing closely, and identifying and classifying information. Emphasis is on asking questions, using observations to suggest answers, and gathering and recording data.",Science
212.0,16,"[""Identify and name a variety of everyday materials"", ""Describe the simple properties of everyday materials"", ""Compare and group together everyday materials on the basis of their simple physical properties""]",103.0,122,Introduction to states of matter and changing states,"This unit explores the properties of solids, liquids, and gases, and how materials change state when heated or cooled. It covers evaporation, condensation, and the water cycle, with a focus on practical enquiries, careful observations, accurate measurements, and presenting findings.",Science
673.0,3,"[""Know that some materials will dissolve in liquid to form a solution, and describe how  to recover a substance from a solution"", ""Use knowledge of solids, liquids and gases to decide how mixtures might be  separated, including through filtering, sieving and evaporating"", ""Demonstrate that dissolving, mixing and changes of state are reversible changes"", ""Explain that some changes result in the formation of new materials, and that this kind  of change is not usually reversible""]",212.0,219,Materials (non-statutory),"This unit covers separating materials using techniques such as filtering and evaporation. It focuses on planning scientific enquiries, recognising and controlling variables, taking accurate measurements, recording complex data, and presenting findings with conclusions, and explanations.",Science
636.0,4,"[""[Y4] A classification key can be used to identify living things, including animals and plants."", ""[Y6] Living things can be classified into groups based on similarities and differences in their observable characteristics.""]",215.0,635,Species and classification (differences between species),"This unit explores the differences between species and how to interpret observations and data to identify patterns and draw conclusions. It also focuses on making and recording observations using various methods, evaluating their reliability, and suggesting improvements for investigations.",Science
,10,"[""In a chemical reaction, atoms rearrange themselves to form new substances."", ""Water is often formed in chemical reactions if oxygen and hydrogen atoms are present."", ""Carbon dioxide is often formed in chemical reactions if oxygen and carbon atoms are present."", ""Chemical formulae represent the numbers of each type of atoms in a reactant or product."", ""The displayed formula for a molecule shows all the atoms, with all the bonds between them."", ""The general formula for an alkane is CnH2n+2; the general formula for alkenes is CnH2n."", ""Alkanes can be burnt for heating and produce carbon dioxide and water."", ""Smaller hydrocarbon molecules have lower boiling points and evaporate more easily making them more flammable."", ""Smaller hydrocarbon molecules with double bonds are very reactive and useful for making other products like polymers."", ""Bromine water changes from orange/brown to colourless in the presence of an alkene.""]",1146.0,971,Organic chemistry,"This unit covers identifying functional groups, naming and drawing structural formulae, and predicting reactions of alkanes, alkenes, alcohols, and carboxylic acids. It explains addition and condensation polymerisation and discusses natural polymers like DNA, sugars, and amino acids.",Chemistry
,6,"[""The genetic material of all organisms is made of DNA, wound up into structures called chromosomes."", ""Sections of chromosomes are called genes, which store instructions for making proteins (including enzymes)."", ""There are usually two versions of each gene in a pair of chromosomes; the two versions of a gene are called alleles."", ""Some alleles are associated with conditions that affect people\u2019s health (e.g. cystic fibrosis)."", ""Consumers, including humans, are dependent upon crop plants to maintain our food security."", ""Plants can be infected by communicable diseases."", ""Earth\u2019s climate is changing as a result of human actions.""]",904.0,903,Gene technology,"This unit covers the human genome's importance and genetic engineering, outlining steps, benefits, and risks. It explores gene technology in agriculture and medicine, focusing on ethical considerations, and societal impacts, and evaluating scientific limitations and risks.",Biology
,6,"[""The genetic material of all organisms is made of DNA, wound up into structures called chromosomes."", ""Sections of chromosomes are called genes, which store instructions for making proteins (including enzymes)."", ""There are usually two versions of each gene in a pair of chromosomes; the two versions of a gene are called alleles."", ""Some alleles are associated with conditions that affect people\u2019s health (e.g. cystic fibrosis)."", ""Consumers, including humans, are dependent upon crop plants to maintain our food security."", ""Plants can be infected by communicable diseases."", ""Earth\u2019s climate is changing as a result of human actions.""]",904.0,903,Gene technology,"This unit covers the human genome's importance and genetic engineering, outlining steps, benefits, and risks. It explores gene technology in agriculture and medicine, focusing on ethical considerations, and societal impacts, and evaluating scientific limitations and risks.",Combined science
676.0,7,"[""Some materials change state when they are heated or cooled."", ""Some materials will dissolve in liquids to form a solution, and how to recover a substance from a solution."", ""Dissolving is a reversible state."", ""Use knowledge of solids, liquids and gases to decide how mixtures might be separated.""]",212.0,675,Separation techniques,"This unit covers techniques for separating mixtures, including filtration, evaporation, distillation, and chromatography, as well as identifying pure substances. Conduct experiments safely, record observations, evaluate methods, and suggest improvements.",Science
957.0,6,"[""Some substances simply form mixtures when they are put together."", ""Mixtures contain substances which are not chemically combined."", ""The substances in a mixture can usually be separated out again."", ""Some substances will dissolve in liquids to form a solution."", ""Dissolving is a reversible state.""]",674.0,676,Understanding chemical reactions,"This unit covers the conservation of mass in changes of state and chemical reactions, including atom rearrangement. It also focuses on representing reactions with formulae and equations, exploring combustion, decomposition, and displacement, and distinguishing chemical from physical changes.",Science
505.0,4,"[""All living organisms are made up of cells."", ""All cells are surrounded by a cell membrane, which controls which substances can move into and out of the cell."", ""The particle model of matter."", ""The properties of the different states of matter (solid, liquid and gas) in terms of the particle model.""]",503.0,1072,Diffusion,"This unit explores diffusion's role in material movement in and between cells and involves making predictions, observations and measurements with various methods.",Science
762.0,14,"[""The structure of the human heart."", ""The role of arteries in transporting oxygenated blood around the human body."", ""Disease is a cause of ill health."", ""Diseases can be caused by pathogens and lifestyle factors.""]",695.0,761,Health and disease,"This unit explores health and disease, including communicable and non-communicable types and their interactions. It examines lifestyle impacts, disease spread, evaluates cardiovascular treatments, and highlights the importance of risk evaluation, peer review, and effective communication of results.",Combined science
762.0,14,"[""The structure of the human heart."", ""The role of arteries in transporting oxygenated blood around the human body."", ""Disease is a cause of ill health."", ""Diseases can be caused by pathogens and lifestyle factors.""]",695.0,761,Health and disease,"This unit explores health and disease, including communicable and non-communicable types and their interactions. It examines lifestyle impacts, disease spread, evaluates cardiovascular treatments, and highlights the importance of risk evaluation, peer review, and effective communication of results.",Biology
565.0,9,"[""[Y6] The basic functions of the heart, blood vessels and blood of the human circulatory system."", ""Humans are multicellular organisms \u2013 they are made up of millions of living cells."", ""Cells need to be supplied with nutrients including carbohydrates, proteins, lipids and water for growth and repair."", ""Cells need to be supplied with oxygen and glucose for cellular respiration to provide energy for life processes."", ""Nutrients, glucose and water are absorbed from the digestive system."", ""Oxygen is absorbed from air in the lungs, which are part of the gas exchange system."", ""Particles of substances move by diffusion into and out of cells through selectively-permeable cell membranes.""]",566.0,567,Transport and exchange surfaces in humans,"This unit covers the human circulatory system, its link to the gas exchange system, and the adaptations of the heart, blood vessels, and blood components. It explains transport mechanisms like diffusion, osmosis, and active transport, and the need for exchange surfaces in multicellular organisms.",Biology
565.0,9,"[""[Y6] The basic functions of the heart, blood vessels and blood of the human circulatory system."", ""Humans are multicellular organisms \u2013 they are made up of millions of living cells."", ""Cells need to be supplied with nutrients including carbohydrates, proteins, lipids and water for growth and repair."", ""Cells need to be supplied with oxygen and glucose for cellular respiration to provide energy for life processes."", ""Nutrients, glucose and water are absorbed from the digestive system."", ""Oxygen is absorbed from air in the lungs, which are part of the gas exchange system."", ""Particles of substances move by diffusion into and out of cells through selectively-permeable cell membranes.""]",566.0,567,Transport and exchange surfaces in humans,"This unit covers the human circulatory system, its link to the gas exchange system, and the adaptations of the heart, blood vessels, and blood components. It explains transport mechanisms like diffusion, osmosis, and active transport, and the need for exchange surfaces in multicellular organisms.",Combined science
,5,"[""Organisms can be classified into groups based on similarities and differences in their observable characteristics at the macroscopic level."", ""Scientists classify every organism into a group, including a species and a genus."", ""Organisms can be classified into groups within larger groups, from species up to kingdom."", ""The common structures of animal and plant cells."", ""Organisms can be classified into groups based on their characteristics at the microscopic, cellular level.""]",670.0,658,Classification in modern biology,"This unit explores the impact of biology developments on classification systems, highlighting how electron microscopy enhances understanding of sub-cellular structures. It covers eukaryotic and prokaryotic cells, quantitative skills, unit conversions, and the evolution of scientific methods.",Biology
,5,"[""Organisms can be classified into groups based on similarities and differences in their observable characteristics at the macroscopic level."", ""Scientists classify every organism into a group, including a species and a genus."", ""Organisms can be classified into groups within larger groups, from species up to kingdom."", ""The common structures of animal and plant cells."", ""Organisms can be classified into groups based on their characteristics at the microscopic, cellular level.""]",670.0,658,Classification in modern biology,"This unit explores the impact of biology developments on classification systems, highlighting how electron microscopy enhances understanding of sub-cellular structures. It covers eukaryotic and prokaryotic cells, quantitative skills, unit conversions, and the evolution of scientific methods.",Combined science
413.0,10,"[""Forces are pushes or pulls."", ""Some forces need contact to push or pull."", ""Magnetic forces can push or pull at a distance."", ""Gravity is a force that pulls objects towards the Earth."", ""Air resistance, water resistance and friction push back against moving objects."", ""Friction is a force that acts between moving surfaces.""]",211.0,393,Forces,"This unit focuses on quantifying and comparing energy transfers in different processes, such as motion changes, electrical circuits, and fuel burning. It examines forces as interactions between objects, using diagrams and measurements, including contact and non-contact forces.",Science
111.0,9,"[""Explore the natural world around them, making observations of a range of non-living things"", ""Understand some important processes and changes in the natural world  around them, including changing states of matter."", ""Use their senses to explore different materials"", ""Notice some similarities and differences between different materials""]",,103,Everyday materials,"This unit focuses on distinguishing objects from the materials they are made of, identifying common materials like wood, plastic, and metal, and describing their physical properties. It involves comparing and grouping materials, performing simple tests, and using observations to answer questions.",Science
968.0,7,"[""Rocks may contain sand, grit, bits of seashell, fossils or crystals."", ""Sedimentary rocks contain distinct grains that are stuck together."", ""Sedimentary rocks may contain fragments of shell or fossils, or larger pieces of grit or pebbles cemented together."", ""Igneous rocks contain crystals that point in many directions."", ""Metamorphic rocks contain large crystals that all line up."", ""Most rocks are a mixture of one or more types of mineral, or of fragments of other rocks and fossils."", ""Burning coal, oil or gas in power stations makes carbon dioxide gas and other pollutants.""]",678.0,682,Carbon cycle and climate change,"This unit explores the rock cycle and the formation of igneous, sedimentary, and metamorphic rocks. It also examines the atmosphere's composition, human-induced carbon dioxide production, and its impact on climate. Focus is on interpreting data, identifying patterns, and presenting explanations.",Science
904.0,4,"[""The structures and functions of the human male and female reproductive systems."", ""The human body has an endocrine system that uses hormones to control changes in the body."", ""During puberty the male and female human bodies undergo changes, which are brought about by sex hormones."", ""Adult human females have a menstrual cycle that prepares them for sexual reproduction."", ""The roles of ovulation and fertilisation in sexual reproduction in humans.""]",902.0,905,Hormones and human reproduction,"This unit covers the roles of hormones in reproduction, including the menstrual cycle and the effects of FSH, LH, oestrogen, and progesterone. It explains contraception methods, and fertility treatments, and evaluates their social, economic, and environmental impacts.",Biology
904.0,4,"[""The structures and functions of the human male and female reproductive systems."", ""The human body has an endocrine system that uses hormones to control changes in the body."", ""During puberty the male and female human bodies undergo changes, which are brought about by sex hormones."", ""Adult human females have a menstrual cycle that prepares them for sexual reproduction."", ""The roles of ovulation and fertilisation in sexual reproduction in humans.""]",902.0,905,Hormones and human reproduction,"This unit covers the roles of hormones in reproduction, including the menstrual cycle and the effects of FSH, LH, oestrogen, and progesterone. It explains contraception methods, and fertility treatments, and evaluates their social, economic, and environmental impacts.",Combined science
902.0,9,"[""[Y5] Growth and reproduction are part of the life cycle of all living organisms."", ""All organisms are made up of one or more cells."", ""Chromosomes stored in cells provide instructions for growth and other life processes."", ""Humans and plants can reproduce sexually to have offspring that inherit some, but not all, of the characteristics of the parents."", ""During sexual reproduction, male and female gametes fuse in process called fertilisation.""]",900.0,901,Cell division: mitosis and meiosis,"This unit covers mitosis and the cell cycle in growth, cancer as uncontrolled cell division, and the role of mutations in genetic variation. It explains meiosis in gamete formation and chromosome reduction. The emphasis is on recording observations and interpreting patterns to draw conclusions.",Combined science
902.0,9,"[""[Y5] Growth and reproduction are part of the life cycle of all living organisms."", ""All organisms are made up of one or more cells."", ""Chromosomes stored in cells provide instructions for growth and other life processes."", ""Humans and plants can reproduce sexually to have offspring that inherit some, but not all, of the characteristics of the parents."", ""During sexual reproduction, male and female gametes fuse in process called fertilisation.""]",900.0,901,Cell division: mitosis and meiosis,"This unit covers mitosis and the cell cycle in growth, cancer as uncontrolled cell division, and the role of mutations in genetic variation. It explains meiosis in gamete formation and chromosome reduction. The emphasis is on recording observations and interpreting patterns to draw conclusions.",Biology
1072.0,4,"[""[Y5] Humans have a skeleton and muscles for support, protection and movement."", ""All organisms, living and dead, are made up of cells."", ""In multicellular organisms, all the tissues and organs are made of cells."", ""Specialised cells in animals and plants have shapes, sizes and structures that are adapted for the jobs the cells do.""]",470.0,503,Human skeleton and muscles,"This unit investigates the structure and functions of the human skeleton, including support, protection, movement, and blood cell production. Explore biomechanics, the interaction of muscles and the skeleton, and antagonistic muscles while measuring muscle force.",Science
,10,"[""A chemical that is oxidised either gains oxygen or loses electrons."", ""A chemical that is reduced either loses oxygen or gains electrons."", ""A redox reaction is one in which both oxidation and reduction take place."", ""Redox reactions may be viewed in terms of gain or loss of oxygen or hydrogen, but also gain and loss of electrons."", ""Carbon can be used to extract some metals (e.g. iron and copper) from their ores, e.g. copper oxide plus carbon makes copper and carbon dioxide."", ""Hydrogen used in fuel cells can be extracted from fossil fuels or produced by electrolysis powered by the national grid."", ""During chemical reactions atomic nuclei and electrons are rearranged and new substances are formed.""]",967.0,972,Electrolysis,"This unit focuses on electrolysis, electrode reactions, and predicting products, including competing reactions in solutions. It explains metal extraction through electrolysis and writing ionic equations. It also covers tests for gases like oxygen, hydrogen, carbon dioxide, and chlorine.",Chemistry
,10,"[""A chemical that is oxidised either gains oxygen or loses electrons."", ""A chemical that is reduced either loses oxygen or gains electrons."", ""A redox reaction is one in which both oxidation and reduction take place."", ""Redox reactions may be viewed in terms of gain or loss of oxygen or hydrogen, but also gain and loss of electrons."", ""Carbon can be used to extract some metals (e.g. iron and copper) from their ores, e.g. copper oxide plus carbon makes copper and carbon dioxide."", ""Hydrogen used in fuel cells can be extracted from fossil fuels or produced by electrolysis powered by the national grid."", ""During chemical reactions atomic nuclei and electrons are rearranged and new substances are formed.""]",967.0,972,Electrolysis,"This unit focuses on electrolysis, electrode reactions, and predicting products, including competing reactions in solutions. It explains metal extraction through electrolysis and writing ionic equations. It also covers tests for gases like oxygen, hydrogen, carbon dioxide, and chlorine.",Combined science
494.0,13,"[""As a water wave moves forwards, each bit of water moves up and down."", ""Water does not move forwards with a wave."", ""A water wave is a transverse wave."", ""The frequency of a water wave does not affect its speed."", ""The amplitude of a water wave does not affect its speed."", ""The bigger the amplitude of a wave, the greater the amount of energy it transfers."", ""The higher the frequency of a wave, the greater the amount of energy it transfers."", ""As a sound wave moves forwards, each bit of air moves forward and backward."", ""Air does not move forwards with a sound wave."", ""A sound wave is a longitudinal wave.""]",487.0,490,Measuring waves,"This unit covers wave motion, including amplitude, wavelength, frequency, and velocity. It explains transverse and longitudinal waves, reflection, and absorption. The focus is on measuring wave speed, and sound interactions, applying formulas, and conducting accurate experiments.",Physics
494.0,13,"[""As a water wave moves forwards, each bit of water moves up and down."", ""Water does not move forwards with a wave."", ""A water wave is a transverse wave."", ""The frequency of a water wave does not affect its speed."", ""The amplitude of a water wave does not affect its speed."", ""The bigger the amplitude of a wave, the greater the amount of energy it transfers."", ""The higher the frequency of a wave, the greater the amount of energy it transfers."", ""As a sound wave moves forwards, each bit of air moves forward and backward."", ""Air does not move forwards with a sound wave."", ""A sound wave is a longitudinal wave.""]",487.0,490,Measuring waves,"This unit covers wave motion, including amplitude, wavelength, frequency, and velocity. It explains transverse and longitudinal waves, reflection, and absorption. The focus is on measuring wave speed, and sound interactions, applying formulas, and conducting accurate experiments.",Combined science
476.0,45,"[""Speed measures how quickly an object is moving."", ""Speed = distance / time."", ""Speed is measured in m/s or km/h or miles/h."", ""m/s is the number of metres travelled each second."", ""Counting down \u20183, 2, 1, go\u2019 helps start a stopwatch at the right moment."", ""Observing with eyes in line with the finish line helps stop a stopwatch at the right moment."", ""A level line on a distance-time graph shows no movement."", ""The steeper the line on a distance-time graph, the faster the movement.""]",412.0,453,Measuring and calculating motion,"This unit covers vector-scalar distinctions in displacement, distance, velocity, and speed. It explores speeds, acceleration, motion graphs, and formulas for uniform and non-uniform motion. It also includes understanding circular motion and conducting accurate measurements, and calculations.",Combined science
476.0,45,"[""Speed measures how quickly an object is moving."", ""Speed = distance / time."", ""Speed is measured in m/s or km/h or miles/h."", ""m/s is the number of metres travelled each second."", ""Counting down \u20183, 2, 1, go\u2019 helps start a stopwatch at the right moment."", ""Observing with eyes in line with the finish line helps stop a stopwatch at the right moment."", ""A level line on a distance-time graph shows no movement."", ""The steeper the line on a distance-time graph, the faster the movement.""]",412.0,453,Measuring and calculating motion,"This unit covers vector-scalar distinctions in displacement, distance, velocity, and speed. It explores speeds, acceleration, motion graphs, and formulas for uniform and non-uniform motion. It also includes understanding circular motion and conducting accurate measurements, and calculations.",Physics
493.0,5,"[""Magnets attract or repel each other and attract some materials and not others."", ""Magnets have two poles and two magnets will attract or repel each other, depending on which poles are facing."", ""A battery pushes electric charge (electrons) one way round a complete circuit."", ""An ammeter is used to measure the size of an electric current."", ""Electric current is measured in amps (A), which is short for ampere."", ""The current in a series circuit is the same everywhere.""]",484.0,486,Magnets and electromagnets,"This unit explores magnetism, including magnetic poles, fields, and Earth’s magnetism, along with the principles of electromagnets and DC motors. It focuses on conducting precise scientific enquiries and identifying variables and emphasises accuracy, repeatability, and reproducibility.",Science
218.0,10,"[""Identify, name, draw and label the basic parts of the human body"", ""Say which part of the human body is associated with each sense"", ""Identify that humans and some other animals have skeletons and muscles for support, protection and movement"", ""Find out about and describe the basic needs of animals, including humans, for survival (water, food, air)"", ""Describe the importance for humans of eating the right amounts of different types of food"", ""Identify that animals, including humans, need the right types and amounts of nutrition"", ""Identify that animals including humans cannot make their own food; they get nutrition from what they eat"", ""Identify and name a variety of common animals that are carnivores, herbivores and omnivores""]",102.0,120,Introduction to the human digestive system,"This unit covers the basic functions of the human digestive system and identifies different types of teeth and their functions. It focuses on asking questions, gathering and presenting data, recording findings with diagrams and charts, and reporting results through written and oral presentations.",Science
215.0,10,"[""Describe how animals obtain their food from plants and other animals"", ""Use the idea of a simple food chain to identify and name different sources of food""]",107.0,121,More about food chains,"This unit involves constructing and interpreting food chains and identifying producers, predators, and prey. It focuses on asking questions, gathering and presenting data, recording findings with diagrams and charts, and using scientific evidence to answer questions and support findings.",Science
120.0,10,"[""Identify, name, draw and label the basic parts of the human body"", ""Say which part of the body is associated with which sense""]",102.0,118,Introduction to the human skeleton and muscles,"This unit explores the role of skeletons and muscles in humans and other animals for support, protection, and movement. It involves setting up practical enquiries, making observations, measuring accurately, recording findings, and using results to draw conclusions and suggest improvements.",Science
118.0,6,"[""Make observations of different animals including humans"", ""Notice some similarities and differences between people who are familiar to them"", ""Name and locate some basic parts of the human body"", ""Use senses when exploring the natural world""]",,102,Human body parts,"This unit focuses on identifying, naming, and labelling the basic parts of the human body, linking each part to its associated sense. It emphasises closely observing using simple equipment, classifying findings, gathering and recording data, and using observations to suggest answers to questions.",Science
121.0,4,"[""Explore the natural world around them,"", ""Make observations of what different animals might eat"", ""Know that animals including humans eat plants"", ""Identify and name a variety of common plants"", ""Identify and name a variety of common animals""]",101.0,107,Introduction to food chains,"This unit covers how animals obtain food from plants and other animals using simple food chains. It includes identifying and naming different food sources, asking questions, classifying, and gathering and recording data to answer questions about animal diets and food chains.",Science
,5,"[""Explore the natural word around them using their senses"", ""Know some similarities and differences between different seasons"", ""Understand some important processes and changes in the natural world, including the seasons"", ""Begin to associate different types of weather with different seasons""]",,105,Seasonal changes: spring and summer,"This unit explores observing changes across spring and summer, including weather patterns and variations in day length. It emphasises asking questions, using simple equipment for observations, identifying and classifying, gathering data, and using observations to answer questions.",Science
214.0,11,"[""Identify and name the basic parts of the human body"", ""Know which part of the human body is associated with each sense"", ""Describe the importance for humans of exercise, eating the right amounts of different types of food, and hygiene"", ""Notice that animals, including humans, have offspring which grow into adults""]",109.0,210,Human development,"This unit describes the changes humans undergo from birth to old age. It involves planning scientific enquiries, measuring accurately, recording complex data, and presenting findings. Emphasis is on identifying evidence to support or refute ideas, drawing conclusions, and explaining results.",Science
483.0,11,"[""Recognise that they need light in order to see things and that dark is the absence of  light"", ""Notice that light is reflected from surfaces"", ""Recognise that light from the Sun can be dangerous and that there are ways to protect  their eyes"", ""Recognise that shadows are formed when the light from a light source is blocked by an opaque object"", ""Find patterns in the way that the size of shadows change""]",113.0,217,Light and how it travels,"This unit explores how light travels in straight lines, explaining how we see objects and why shadows form the shape of the object casting them. It focuses on planning scientific enquiries, taking precise measurements, making predictions, and evaluating evidence to present findings.",Science
